vcenta,vcentb,vcentc
1.0394793963549096,1.0134451241161773,0.9659851722328834
1.0392909951121647,1.0135390699578002,0.9659660248857166
1.039757209205227,1.0133391749625345,0.9653074783020776
NaN,NaN,1.001523044867559
1.0400349478465218,1.0132332147302743,0.9646293082620074
1.0401737893573624,1.0131802304585766,0.964290044387113
1.0273138994189763,1.024660200761893,0.9759818995791529
1.0300916961260773,1.027130050345832,0.9753984257555285
1.0318500353750406,1.0288287845206256,0.9749521977678107
1.0314439086734348,1.0286812198840252,0.9750964492933826
1.0313866548947228,1.0283333408240791,0.9752754488386112
1.0361046704443293,1.0346516870487446,0.9728346208922464
NaN,1.0388610312001887,NaN
NaN,1.0388610312001887,NaN
NaN,NaN,1.0058710344941306
1.042742567866089,1.0427066083500673,0.9734805699980846
1.0442979986910816,1.0448886005738498,0.9710031268702972
1.0442979986869558,1.0448886006480735,0.9710031268702972
1.0442979986869558,1.0448886006109617,0.9710031268702972
1.0415635925422555,1.0421482646429294,0.9780756310307919
1.0407375151488607,1.0417572459931475,0.981279370981079
1.0389444644209744,1.0418094213291214,0.9874953245621143
1.036763019561735,1.041872773581538,0.9949910635087464
1.036763019561735,1.041872773581538,0.9949910635087464
1.0463129027171245,1.0441650557580142,0.9756283760697118
1.0491429889294905,NaN,NaN
1.0530219382129766,NaN,NaN
1.0126321170094719,1.012431539764311,0.9877080072564663
1.057587808979763,NaN,NaN
1.057587808979763,NaN,NaN
1.0469263643086022,1.0477589155132239,0.9758638607078239
NaN,NaN,0.9747513267993833
NaN,NaN,0.9733335354025194
NaN,NaN,0.9722519256760043
1.0470692256618692,1.0504671230749307,0.9767013704938451
1.048858357875137,1.0538578579027407,0.9762266432933604
1.049305164274733,1.0547038383659468,0.9761079254179009
1.0500010463247926,1.0557178118762696,0.9749038128452222
1.01684277200885,1.015474075543293,0.9837726383616977
1.0500130507066352,1.0571640636644917,0.9777741176792087
1.0513119753799862,1.05935960449127,0.9795416109691925
1.0519949757534903,1.0605133266036013,0.980470590797306
1.0528329377307557,1.061597781891901,0.9814260416541798
NaN,NaN,0.9795416109691925
NaN,NaN,0.9795416109691925
1.0477985130480574,1.0511588392682043,0.9773880148698509
1.0482474237435264,1.051620426579894,0.9778317915361058
1.0486166540601967,NaN,NaN
1.0480574250919579,1.051927949711993,0.9782810083416101
1.01684277200885,NaN,NaN
NaN,1.0524009903741947,NaN
1.048016630946134,1.0518055275980476,0.9786766901148674
NaN,NaN,0.979354536407153
1.048016630946134,1.0518055275980476,0.9786766901148674
1.048016630946134,NaN,NaN
1.048016630946134,1.0518055275980476,0.9786766901148674
NaN,1.0518055275980476,NaN
1.0461440377192635,1.0442874116795415,0.9745511848486239
1.0459724382797366,1.0443634658587602,0.974530147879175
1.0456291549165244,1.0445155576040277,0.9744880725778571
1.01684277200885,NaN,NaN
